Filial;Codigo Imp.;Status;Data Import.;Hora Import.;Data Proc.;Hora Proc.;Msg. Erro;Contrato;Versao Ctr.;Cod Plano;Versao;Valor;LOG;Usuario;Cod Emp;Arquivo;Total Vidas;Dt. Ult Atua;Hr. Ult Alte;Vidas Proc.;Tp. Cob
003001-MEDICAR SAO PAULO;000000078;Finalizado;15/05/2025;14:24;15/05/2025;14:31;;001010196;001;0030;001;81,39;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\15.05.2025\HomeAngels - Aph - 14.05.202;280;15/05/2025;14:31;280;
003001-MEDICAR SAO PAULO;000000079;Finalizado;16/05/2025;13:06;16/05/2025;13:32;;002329253;001;0065;001;0,17;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\16.05.2025\Arq4152_RCE.CSV;665;16/05/2025;13:32;665;
003001-MEDICAR SAO PAULO;000000080;Finalizado;16/05/2025;13:54;17/05/2025;04:07;;002329408;001;0049;001;0,17;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\16.05.2025\Arq4151_FONE.CSV;21415;17/05/2025;04:07;21415;
003001-MEDICAR SAO PAULO;000000081;Finalizado;17/05/2025;07:12;18/05/2025;04:33;;002329412;001;0065;001;0,17;;clayton.rotta;0008;C:\Users\clayton.rotta\Downloads\Arq4150_SOS.CSV;32353;18/05/2025;04:33;32353;
003001-MEDICAR SAO PAULO;000000082;Finalizado;18/05/2025;09:08;18/05/2025;09:21;;002329415;001;0068;001;0,17;;clayton.rotta;0008;C:\Users\clayton.rotta\Downloads\Arq4153_MASSA.CSV;52017;18/05/2025;09:21;52017;
003001-MEDICAR SAO PAULO;000000083;Finalizado;18/05/2025;11:10;19/05/2025;21:32;;002329415;001;0068;001;0,17;;clayton.rotta;0008;C:\Users\clayton.rotta\OneDrive\Medicar\Contratos Privados\Processamentos de arquivo\2025-05-18 - Tr;52022;19/05/2025;21:32;52022;
003001-MEDICAR SAO PAULO;000000084;Finalizado;20/05/2025;08:21;20/05/2025;08:32;;001010196;001;0030;001;81,39;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\20.05.2025\HomeAngels - Aph - 19.05.202;283;20/05/2025;08:32;283;
003001-MEDICAR SAO PAULO;000000085;Finalizado;20/05/2025;08:53;20/05/2025;09:05;;001009042;001;0049;001;5,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\20.05.2025\HomeAngels - OMT - Medcar -;1038;20/05/2025;09:05;1038;
003001-MEDICAR SAO PAULO;000000086;Finalizado;20/05/2025;09:28;20/05/2025;09:36;;001022375;001;0066;001;2,08;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\20.05.2025\HomeAngels - Geral - Telemed;1358;20/05/2025;09:36;1358;
003001-MEDICAR SAO PAULO;000000087;Finalizado;20/05/2025;09:46;20/05/2025;09:54;;002329329;001;0065;001;0,01;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\20.05.2025\Qualicorp_14052025.csv;786;20/05/2025;09:54;786;
003001-MEDICAR SAO PAULO;000000088;Finalizado;20/05/2025;09:59;20/05/2025;10:02;;002329331;001;0065;001;0,01;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\20.05.2025\QualicorpCAASP_14052025.csv;309;20/05/2025;10:02;309;
003001-MEDICAR SAO PAULO;000000089;Finalizado;20/05/2025;10:23;20/05/2025;11:31;;001002107;001;0030;001;0,01;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\20.05.2025\TELEHELP_MEDICAR_APH_2005202;2874;20/05/2025;11:31;2874;
003001-MEDICAR SAO PAULO;000000090;Finalizado;20/05/2025;13:50;20/05/2025;17:10;;002326616;001;0016;001;2,38;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\20.05.2025\TELEHELP_MEDICAR_OMT_2005202;9000;20/05/2025;17:10;9000;
003001-MEDICAR SAO PAULO;000000091;Finalizado;22/05/2025;07:44;22/05/2025;07:55;;001022375;001;0066;001;2,08;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\22.05.2025\HomeAngels - Geral - Telemed;1368;22/05/2025;07:55;1368;
003001-MEDICAR SAO PAULO;000000092;Finalizado;22/05/2025;08:12;27/05/2025;11:16;;002329049;001;0065;001;1,45;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\22.05.2025\SANTA_HELENA_T4060_SHAM_1905;20131;27/05/2025;11:16;20131;
003001-MEDICAR SAO PAULO;000000093;Finalizado;23/05/2025;02:03;27/05/2025;03:28;;002329141;001;0065;001;1,45;;clayton.rotta;0008;C:\Users\clayton.rotta\OneDrive\Medicar\Contratos Privados\Processamentos de arquivo\2025-05-22 - AM;153338;27/05/2025;15:58;25747;
003001-MEDICAR SAO PAULO;000000094;Finalizado;27/05/2025;08:24;27/05/2025;08:33;;001009467;001;0049;001;2,88;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\27.05.2025\ABETMedCar_OMT_22052025.csv;457;27/05/2025;08:33;457;
003001-MEDICAR SAO PAULO;000000095;Finalizado;27/05/2025;08:39;27/05/2025;08:57;;001009469;001;0030;001;2,88;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\27.05.2025\ABETMedCar_APH_22052025.csv;3455;27/05/2025;08:57;3455;
003001-MEDICAR SAO PAULO;000000096;Finalizado;27/05/2025;09:14;29/05/2025;08:55;;001022375;001;0066;001;2,08;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\27.05.2025\HomeAngels - Geral - Telemed;1363;29/05/2025;08:55;1363;
003001-MEDICAR SAO PAULO;000000097;Finalizado;27/05/2025;09:37;29/05/2025;10:44;;001009042;001;0049;001;5,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\27.05.2025\HomeAngels - OMT - Medcar -;1045;29/05/2025;10:44;1045;
003001-MEDICAR SAO PAULO;000000098;Finalizado;27/05/2025;09:55;29/05/2025;10:52;;001010196;001;0030;001;81,39;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\27.05.2025\HomeAngels - Aph - 26.05.202;284;29/05/2025;10:52;284;
003001-MEDICAR SAO PAULO;000000099;Finalizado;27/05/2025;10:23;27/05/2025;11:53;;001002107;001;0030;001;0,01;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\27.05.2025\TELEHELP_MEDICAR_APH_2705202;2912;27/05/2025;11:53;2912;
003001-MEDICAR SAO PAULO;000000100;Finalizado;27/05/2025;13:07;27/05/2025;16:31;;002326616;001;0016;001;2,38;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\27.05.2025\TELEHELP_MEDICAR_OMT_2705202;9043;27/05/2025;16:31;9043;
003001-MEDICAR SAO PAULO;000000101;Finalizado;29/05/2025;13:20;29/05/2025;13:28;;001022375;001;0066;001;2,08;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\29.05.2025\HomeAngels - Geral - Telemed;1298;29/05/2025;13:28;1298;
003001-MEDICAR SAO PAULO;000000102;Finalizado;29/05/2025;13:47;29/05/2025;14:49;;001022375;001;0066;001;2,08;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\29.05.2025\HomeAngels - Geral - Telemed;1298;29/05/2025;14:49;1298;
003001-MEDICAR SAO PAULO;000000103;Finalizado;29/05/2025;17:19;29/05/2025;17:22;;001010196;001;0030;001;81,39;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\29.05.2025\HomeAngels - Aph - 28.05.202;275;29/05/2025;17:22;275;
003001-MEDICAR SAO PAULO;000000104;Finalizado;30/05/2025;08:22;30/05/2025;08:37;;001009042;001;0049;001;5,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\05 - MAIO\30.05.2025\HomeAngels - OMT - Medcar -;1047;30/05/2025;08:37;1047;
003001-MEDICAR SAO PAULO;000000105;Finalizado;02/06/2025;11:14;02/06/2025;11:23;;001010196;001;0030;001;81,39;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\02.06.2025\HomeAngels - Aph - 02.06.20;269;02/06/2025;11:23;269;
003001-MEDICAR SAO PAULO;000000106;Finalizado;02/06/2025;14:22;02/06/2025;14:37;;001009042;001;0049;001;5,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\02.06.2025\HomeAngels - OMT - Medcar -;1016;02/06/2025;14:37;1016;
003001-MEDICAR SAO PAULO;000000107;Finalizado;05/06/2025;08:22;05/06/2025;08:40;;001022375;001;0066;001;2,08;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\05.06.2025\HomeAngels - Geral - Teleme;1347;05/06/2025;08:40;1347;
003001-MEDICAR SAO PAULO;000000108;Finalizado;05/06/2025;10:40;05/06/2025;10:50;;001009042;001;0049;001;5,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\05.06.2025\HomeAngels - OMT - Medcar -;1026;05/06/2025;10:50;1026;
003001-MEDICAR SAO PAULO;000000109;Finalizado;05/06/2025;11:05;05/06/2025;11:12;;001010196;001;0030;001;81,39;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\05.06.2025\HomeAngels - Aph - 04.06.20;270;05/06/2025;11:12;270;
003001-MEDICAR SAO PAULO;000000110;Finalizado;06/06/2025;16:13;06/06/2025;16:22;;001010196;001;0030;001;81,39;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\06.06.2025\HomeAngels - Aph - 06.06.20;271;06/06/2025;16:22;271;
003001-MEDICAR SAO PAULO;000000111;Finalizado;06/06/2025;16:30;06/06/2025;16:37;;001009042;001;0049;001;5,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\06.06.2025\HomeAngels - OMT - Medcar -;1039;06/06/2025;16:37;1039;
003001-MEDICAR SAO PAULO;000000112;Finalizado;07/06/2025;14:44;08/06/2025;11:50;;002329062;001;0065;001;0,1;;clayton.rotta;0008;C:\Users\clayton.rotta\OneDrive\Medicar\Contratos Privados\Processamentos de arquivo\2025-06-07 - No;38386;08/06/2025;11:50;38386;
003001-MEDICAR SAO PAULO;000000113;Finalizado;10/06/2025;13:32;10/06/2025;13:49;;001022375;001;0066;001;2,08;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\10.06.2025\HomeAngels - Geral - Teleme;1354;10/06/2025;13:49;1354;
003001-MEDICAR SAO PAULO;000000114;Finalizado;10/06/2025;14:01;10/06/2025;14:12;;001010196;001;0030;001;81,39;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\10.06.2025\HomeAngels - Aph - 09.06.20;278;10/06/2025;14:12;278;
003001-MEDICAR SAO PAULO;000000115;Finalizado;11/06/2025;08:00;11/06/2025;08:07;;001009042;001;0049;001;5,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\11.06.2025\HomeAngels - OMT - Medcar -;1038;11/06/2025;08:07;1038;
003001-MEDICAR SAO PAULO;000000116;Finalizado;12/06/2025;15:45;16/06/2025;21:36;;002326565;001;0006;001;1,8;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\12.06.2025\TRASMONTANO_20250609013724.;128465;16/06/2025;21:36;128465;
003001-MEDICAR SAO PAULO;000000117;Finalizado;16/06/2025;13:20;16/06/2025;13:31;;001022375;001;0066;001;2,08;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\16.06.2025\HomeAngels - Geral - Teleme;1357;16/06/2025;13:31;1357;
003001-MEDICAR SAO PAULO;000000118;Finalizado;16/06/2025;13:46;16/06/2025;13:58;;001009042;001;0049;001;5,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\16.06.2025\HomeAngels - OMT - Medcar -;1046;16/06/2025;13:58;1046;
003001-MEDICAR SAO PAULO;000000119;Finalizado;16/06/2025;14:08;16/06/2025;14:12;;001010196;001;0030;001;81,39;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\16.06.2025\HomeAngels - Aph - 16.06.20;273;16/06/2025;14:12;273;
003001-MEDICAR SAO PAULO;000000120;Finalizado;17/06/2025;13:46;17/06/2025;13:55;;002329329;001;0065;001;0,01;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\17.06.2025\Qualicorp_12062025.csv;781;17/06/2025;13:55;781;
003001-MEDICAR SAO PAULO;000000121;Finalizado;17/06/2025;13:58;17/06/2025;14:03;;002329331;001;0065;001;0,01;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\17.06.2025\QualicorpCAASP_12062025.csv;309;17/06/2025;14:03;309;
003001-MEDICAR SAO PAULO;000000122;Finalizado;17/06/2025;14:52;17/06/2025;19:38;;002326616;001;0016;001;2,38;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\17.06.2025\TELEHELP_MEDICAR_OMT_170620;9118;17/06/2025;19:38;9118;
003001-MEDICAR SAO PAULO;000000123;Finalizado;18/06/2025;08:58;18/06/2025;10:35;;001002107;001;0030;001;0,01;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\18.06.2025\TELEHELP_MEDICAR_APH_180620;2959;18/06/2025;10:35;2959;
003001-MEDICAR SAO PAULO;000000124;Finalizado;18/06/2025;15:40;18/06/2025;15:51;;001022375;001;0066;001;2,08;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\18.06.2025\HomeAngels - Geral - Teleme;1362;18/06/2025;15:51;1362;
003001-MEDICAR SAO PAULO;000000125;Finalizado;18/06/2025;16:26;18/06/2025;16:33;;001010196;001;0030;001;81,39;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\18.06.2025\HomeAngels - Aph - 18.06.20;264;18/06/2025;16:33;264;
003001-MEDICAR SAO PAULO;000000126;Finalizado;18/06/2025;16:48;18/06/2025;16:58;;001009042;001;0049;001;5,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\18.06.2025\HomeAngels - OMT - Medcar -;1051;18/06/2025;16:58;1051;
003001-MEDICAR SAO PAULO;000000127;Finalizado;18/06/2025;18:19;  /  /;;;001002099;001;0030;001;1,4;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\18.06.2025\MEDICAR_SISAMIL_20250616.CS;;18/06/2025;18:21;;
003001-MEDICAR SAO PAULO;000000128;Finalizado;23/06/2025;13:39;23/06/2025;14:25;;002328464;001;0065;001;5,8;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\23.06.2025\APH_MEDICAR_SP_20250620_073;7308;23/06/2025;14:25;7308;
003001-MEDICAR SAO PAULO;000000129;Finalizado;24/06/2025;13:20;24/06/2025;13:33;;001010196;001;0030;001;81,39;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\24.06.2025\HomeAngels - Aph - 23.06.20;271;24/06/2025;13:33;271;
003001-MEDICAR SAO PAULO;000000130;Finalizado;24/06/2025;13:43;24/06/2025;13:57;;001009042;001;0049;001;5,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\24.06.2025\HomeAngels - OMT - Medcar -;1054;24/06/2025;13:57;1054;
003001-MEDICAR SAO PAULO;000000131;Finalizado;24/06/2025;14:16;24/06/2025;14:29;;001022375;001;0066;001;2,08;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\24.06.2025\HomeAngels - Geral - Teleme;1350;24/06/2025;14:29;1350;
003001-MEDICAR SAO PAULO;000000132;Finalizado;24/06/2025;15:00;24/06/2025;16:20;;001002107;001;0030;001;0,01;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\24.06.2025\TELEHELP_MEDICAR_APH_240620;2983;24/06/2025;16:20;2983;
003001-MEDICAR SAO PAULO;000000133;Finalizado;25/06/2025;08:44;25/06/2025;12:28;;002326616;001;0016;001;2,38;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\25.06.2025\TELEHELP_MEDICAR_OMT_250620;9166;25/06/2025;12:28;9166;
003001-MEDICAR SAO PAULO;000000134;Finalizado;25/06/2025;17:06;26/06/2025;08:51;;002329412;001;0065;001;0,17;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\25.06.2025\TRANSLIFE_4150_SOS.CSV;32281;26/06/2025;08:51;32281;
003001-MEDICAR SAO PAULO;000000135;Finalizado;26/06/2025;12:59;26/06/2025;13:21;;002329253;001;0065;001;0,17;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\26.06.2025\TRANSLIFE_4152_RCE.CSV;535;26/06/2025;13:21;535;
003001-MEDICAR SAO PAULO;000000136;Finalizado;26/06/2025;14:30;26/06/2025;23:50;;002329408;001;0049;001;0,17;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\26.06.2025\TRANSLIFE_4151_FONE.CSV;21389;26/06/2025;23:50;21389;
003001-MEDICAR SAO PAULO;000000137;Finalizado;27/06/2025;09:56;28/06/2025;21:13;;002329415;001;0068;001;0,17;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\27.06.2025\TRANSLIFE_4153_MASSATOTAL.C;52375;28/06/2025;21:13;52375;
003001-MEDICAR SAO PAULO;000000138;Finalizado;30/06/2025;09:19;30/06/2025;09:23;;001010196;001;0030;001;81,39;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\30.06.2025\HomeAngels - Aph - 25.06.20;262;30/06/2025;09:23;262;
003001-MEDICAR SAO PAULO;000000139;Finalizado;30/06/2025;09:38;30/06/2025;09:49;;001009042;001;0049;001;5,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\30.06.2025\HomeAngels - OMT - Medcar -;1051;30/06/2025;09:49;1051;
003001-MEDICAR SAO PAULO;000000140;Finalizado;30/06/2025;14:55;30/06/2025;20:40;;001024569;001;0049;001;0,37;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\06 - JUNHO\30.06.2025\ParticipantesAtrys_20250630;55456;30/06/2025;20:40;55456;
003001-MEDICAR SAO PAULO;000000141;Finalizado;01/07/2025;09:18;01/07/2025;09:24;;001009467;001;0049;001;2,88;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\01.07.2025\ABETMedCar_OMT_24062025.csv;452;01/07/2025;09:24;452;
003001-MEDICAR SAO PAULO;000000142;Finalizado;01/07/2025;09:37;01/07/2025;10:03;;001009469;001;0030;001;2,88;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\01.07.2025\ABETMedCar_APH_24062025.csv;3436;01/07/2025;10:03;3436;
Filial;Codigo Imp.;Status;Data Import.;Hora Import.;Data Proc.;Hora Proc.;Msg. Erro;Contrato;Versao Ctr.;Cod Plano;Versao;Valor;LOG;Usuario;Cod Emp;Arquivo;Total Vidas;Dt. Ult Atua;Hr. Ult Alte;Vidas Proc.;Tp. Cob
003001-MEDICAR SAO PAULO;000000143;Finalizado;01/07/2025;11:28;02/07/2025;00:48;;002329679;001;0065;001;0,01;;naomi.souza;0008;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\01.07.2025\vidas_life_01072025.csv;30876;02/07/2025;00:48;30876;
003001-MEDICAR SAO PAULO;000000144;Finalizado;02/07/2025;09:23;02/07/2025;09:42;;001022375;001;0066;001;2,08;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\02.07.2025\HomeAngels - Geral - Teleme;1353;02/07/2025;09:42;1353;
003001-MEDICAR SAO PAULO;000000145;Finalizado;02/07/2025;09:50;02/07/2025;09:59;;001009042;001;0049;001;5,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\02.07.2025\HomeAngels - OMT - Medcar -;1040;02/07/2025;09:59;1040;
003001-MEDICAR SAO PAULO;000000146;Finalizado;02/07/2025;10:58;02/07/2025;11:04;;001010196;001;0030;001;81,39;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\02.07.2025\HomeAngels - Aph - 01.07.20;259;02/07/2025;11:04;259;
003001-MEDICAR SAO PAULO;000000147;Finalizado;02/07/2025;11:28;02/07/2025;13:04;;001002107;001;0030;001;0,01;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\02.07.2025\TELEHELP_MEDICAR_APH_020720;3041;02/07/2025;13:04;3041;
003001-MEDICAR SAO PAULO;000000148;Finalizado;02/07/2025;15:46;02/07/2025;20:30;;002329529;001;0030;001;2,5;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\02.07.2025\BASE_BENEFICIARIOS_MEDICAR.;18888;02/07/2025;20:30;18888;
003001-MEDICAR SAO PAULO;000000149;Finalizado;03/07/2025;15:21;03/07/2025;21:07;;002326616;001;0016;001;2,38;;naomi.souza;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\03.07.2025\TELEHELP_MEDICAR_OMT_030720;9235;03/07/2025;21:07;9235;
003001-MEDICAR SAO PAULO;000000150;Finalizado;04/07/2025;14:56;04/07/2025;15:09;;001022375;001;0066;001;2,08;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\04.07.2025\HomeAngels - Geral - Teleme;1347;04/07/2025;15:09;1347;
003001-MEDICAR SAO PAULO;000000151;Finalizado;04/07/2025;15:42;04/07/2025;15:52;;001010196;001;0030;001;81,39;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\04.07.2025\HomeAngels - Aph - 04.07.20;258;04/07/2025;15:52;258;
003001-MEDICAR SAO PAULO;000000152;Finalizado;04/07/2025;17:01;04/07/2025;17:17;;001009042;001;0049;001;5,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\04.07.2025\HomeAngels - OMT - Medcar -;1051;04/07/2025;17:17;1051;
003001-MEDICAR SAO PAULO;000000153;Finalizado;09/07/2025;08:47;09/07/2025;08:58;;001022375;001;0066;001;2,08;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\09.07.2025\07.07 Telemedicina GERAL 13;1358;09/07/2025;08:58;1358;
003001-MEDICAR SAO PAULO;000000154;Finalizado;09/07/2025;09:16;09/07/2025;09:27;;001009042;001;0049;001;5,9;;naomi.souza;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\09.07.2025\HomeAngels - OMT - Medcar -;1049;09/07/2025;09:27;1049;
003001-MEDICAR SAO PAULO;000000155;Finalizado;10/07/2025;09:28;10/07/2025;12:32;;001002107;001;0030;001;0,01;;arnaldo.silva;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\10.07.2025\MEDICAR_APH_09072025.CSV;3013;10/07/2025;12:32;3013;
003001-MEDICAR SAO PAULO;000000156;Finalizado;10/07/2025;16:22;13/07/2025;10:36;;002326616;001;0016;001;2,38;;arnaldo.silva;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\10.07.2025\MEDICAR_OMT_10072025.CSV;9139;13/07/2025;10:36;9139;
003001-MEDICAR SAO PAULO;000000157;Finalizado;14/07/2025;13:32;14/07/2025;15:00;;001002107;001;0030;001;0,01;;arnaldo.silva;0005;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\14.07.2025\MEDICAR_APH_14072025.CSV;3022;14/07/2025;15:00;3022;
003001-MEDICAR SAO PAULO;000000158;Finalizado;14/07/2025;15:42;14/07/2025;15:59;;001022375;001;0066;001;2,08;;clayton.rotta;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\14.07.2025\14.07 Telemedicina Home Ang;1361;14/07/2025;15:59;1361;
003001-MEDICAR SAO PAULO;000000159;Finalizado;14/07/2025;16:45;14/07/2025;16:57;;001022375;001;0066;001;2,08;;clayton.rotta;0004;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2025\07 - JULHO\14.07.2025\14.07 Telemedicina Home Ang;1361;14/07/2025;16:57;1361;
