Dt.Ref: 19/07/2025;;;;;;;;;
;;;;;;;;;
Hora: 17:30:08;;;;;;;;;
;;;;;;;;;
Emissão: 19/07/2025;;;;;;;;;
;;;;;;;;;
Filial;Status;Codigo;Arquivo;Data;Hora;CONTRAT;Versao;Valor;Tipo Cob
Filial;Status;Codigo;Arquivo;Data;Hora;CONTRAT;Versao;Valor;Tipo Cob
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000548;C:\Users\andrey.campos\Downloads\Churrascarla Lanchonete Morada.csv;13/11/2024;15:14:51;10010004000000000002001002328208001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000549;C:\Users\andrey.campos\Downloads\VILLA ELDORADO REST.csv;13/11/2024;16:33:15;10010004000000000002001002328217001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000550;C:\Users\andrey.campos\Downloads\BARTOL & BARBEIRO.csv;14/11/2024;10:15:40;10010004000000000002001002328230001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000551;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\14.11.2024\DURGA_13112024.csv;14/11/2024;10:37:01;10010004000000000002001002326470001;001;1,8000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000552;C:\Users\andrey.campos\Downloads\SOFIATI.csv;14/11/2024;10:47:26;10010004000000000002001002328233001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000553;C:\Users\andrey.campos\Downloads\LARISSA FREITAS SILVA REST.csv;14/11/2024;10:54:13;10010004000000000002001002328240001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000554;C:\Users\tamiris.caldeira\Downloads\SINTRASAUDE TELEMEDICINA 141124.csv;14/11/2024;13:15:26;10010004000000000002001001022018001;001;1,6000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000555;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\14.11.2024\TELECONSULTA_MEDICAR_14112024.csv;14/11/2024;14:17:02;10010005000000000002001001023541001;001;3,9000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000556;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\14.11.2024\TELECONSULTA_MEDICAR_14112024.csv;14/11/2024;16:03:16;10010005000000000002001001023541001;001;3,9000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000557;C:\Users\andrey.campos\Downloads\ZAMPIERI.csv;14/11/2024;15:55:14;10010004000000000002001002328243001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000558;C:\Users\dayane.bernardes\Downloads\DON RAFAEL REST.csv;14/11/2024;16:44:09;10010004000000000002001002328245001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000559;C:\Users\dayane.bernardes\Downloads\DON RAFAEL REST.csv;14/11/2024;16:46:29;10010004000000000002001002328245001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000560;C:\Users\dayane.bernardes\Downloads\DON RAFAEL REST.csv;14/11/2024;16:50:27;10010004000000000002001002328245001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000561;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\14.11.2024\DURGA_13112024_INDIVIDUAL.csv;14/11/2024;19:51:27;10010004000000000002001002326830001;001;0,6000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000562;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\14.11.2024\TELEHELP_MEDICAR_APH_14112024.csv;14/11/2024;20:32:04;10010005000000000010001001002107001;001;0,0100;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000563;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\15.11.2024\AFISVEC SAUDE_12112024.csv;15/11/2024;12:05:05;10010004000000000002001002326784001;001;2,3511;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000564;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\15.11.2024\AFISVEC SAUDE_12112024.csv;15/11/2024;12:55:50;10010004000000000002001002326784001;001;2,3511;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000565;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\15.11.2024\Clientes Concard Inclusão de Telemedicina 12n;15/11/2024;20:32:03;10010004000000000002001001024940001;001;3,9000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000566;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\15.11.2024\Layout secerp novo 2.csv;15/11/2024;22:32:34;10010004000000000002001001021427001;001;5,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000567;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\15.11.2024\FEITO\Layout secerp novo 2.csv;15/11/2024;23:08:04;10010004000000000002001001021427001;001;5,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000568;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\14.11.2024\PACTO PROTECAO VEICULAR -14.11.2024 .csv;15/11/2024;23:14:56;10010004000000000002001002326832001;001;0,4993;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000569;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\18.11.2024\TELECONSULTA_MEDICAR_18112024.csv;18/11/2024;14:31:35;10010005000000000002001001023541001;001;3,9000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000570;C:\Users\dayane.bernardes\Downloads\VERDE VALE REST.csv;19/11/2024;15:02:12;10010004000000000002001002328244001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000571;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\21.11.2024\TELECONSULTA_MEDICAR_21112024.csv;21/11/2024;08:30:43;10010005000000000002001001023541001;001;3,9000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000572;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\21.11.2024\SaudeVida_Base_20241118_ESPECIALIDADES   2.cs;21/11/2024;09:59:01;10010004000000000002001002326906001;001;4,9000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000573;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\21.11.2024\SaudeVida_Base_20241121.csv;21/11/2024;10:30:14;10010004000000000002001001022033001;001;1,7800;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000574;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\21.11.2024\LAYOUT TELEMEDICINA MEDGOLD 21_11    (2).csv;21/11/2024;13:30:29;10010004000000000002001002326704001;001;1,1000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000576;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\21.11.2024\LAYOUT TELEMEDICINA MEDGOLD 21_11    (2).csv;21/11/2024;15:03:51;10010004000000000002001002326704001;001;1,1000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000577;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\21.11.2024\Planilha planos TELEMEDICINA  SALUTE 18.11  2;21/11/2024;15:13:45;10010004000000000002001002327841001;001;16,4384;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000579;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\21.11.2024\Planilha planos TELEMEDICINA  SALUTE 18.11  3;21/11/2024;15:41:51;10010004000000000002001002327841001;001;16,7442;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000580;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\21.11.2024\DURGA_18112024_INDIVIDUAL.csv;21/11/2024;16:53:19;10010004000000000002001002326830001;001;0,6000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000581;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\21.11.2024\DURGA_18112024.csv;21/11/2024;16:59:28;10010004000000000002001002326470001;001;1,8000;APENAS O TITULAR
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000582;C:\Users\dayane.bernardes\Downloads\MORAES DE SOUZA RESTAURANTE.csv;22/11/2024;09:56:11;10010004000000000002001002328261001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000583;C:\Users\dayane.bernardes\Downloads\EDMAURO BARBOSA DE ALMEIDA M.E. 22-11.csv;22/11/2024;12:34:53;10010004000000000002001002328265001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000584;C:\Users\andrey.campos\Downloads\TRILHARES ESTRUTURA EDUCACIONAL .csv;22/11/2024;16:16:59;10010004000000000002001002328275001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000585;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\25.11.2024\TELECONSULTA_MEDICAR_25112024.csv;25/11/2024;09:27:40;10010005000000000002001001023541001;001;3,9000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000586;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\21.11.2024\FEITO\TELEMEDICINA SALUTE 21.11   2.csv;25/11/2024;14:27:32;10010004000000000002001002327841001;001;18,9474;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000587;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\21.11.2024\FEITO\TELEMEDICINA SALUTE 21.11   3.csv;25/11/2024;14:32:42;10010004000000000002001002327841001;001;18,9474;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000588;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\21.11.2024\FEITO\TELEMEDICINA SALUTE 21.11   4.csv;25/11/2024;14:42:38;10010004000000000002001002327841001;001;18,9474;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000589;C:\Users\andrey.campos\Downloads\FRIOS E LATICINIOS MD LTDA 25-11.csv;25/11/2024;14:46:30;10010004000000000002001002328281001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000590;C:\Users\andrey.campos\Downloads\DI PAOLO SAO JOSE DOS CAMPOS S.A 25-11.csv;25/11/2024;15:02:58;10010004000000000002001002328285001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000591;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\26.11.2024\TELECONSULTA_MEDICAR_26112024.csv;26/11/2024;09:34:08;10010005000000000002001001023541001;001;3,9000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000592;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\26.11.2024\Planilha de Telemedicina Palliative Care 19.1;26/11/2024;11:28:42;10010004000000000002001002328188001;001;10,7759;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000593;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\26.11.2024\SECCAMP_TELEMEDICINA_21112024.csv;26/11/2024;11:58:00;10010004000000000002001001021700001;001;2,7849;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000594;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\26.11.2024\DURGA_26112024.csv;26/11/2024;12:03:10;10010004000000000002001002326470001;001;1,8000;APENAS O TITULAR
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000595;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\26.11.2024\DURGA_26112024_INDIVIDUAL.csv;26/11/2024;12:22:33;10010004000000000002001002326830001;001;0,6000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000596;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\26.11.2024\RELATÓRIO DE ASSOCIADOS - TELEMEDICINA DEZEMB;26/11/2024;12:52:07;10010004000000000002001002326320001;001;4,5000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000597;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\26.11.2024\GJ_SERVICOS_21112024 (2).csv;26/11/2024;14:41:11;10010004000000000002001002326875001;001;4,5767;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000598;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\21.11.2024\FEITO\TELEMEDICINA SALUTE 21.11   4.csv;26/11/2024;14:55:06;10010004000000000002001002327841001;001;18,9474;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000599;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\26.11.2024\ERRO\TELEMEDICINA SALUTE 21.11  .csv;26/11/2024;15:01:25;10010004000000000002001002327841001;001;18,9474;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000600;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\26.11.2024\Planilha planos TELEMEDICINA  SALUTE 26.11  2;26/11/2024;15:09:46;10010004000000000002001002327841001;001;19,0476;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000601;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\27.11.2024\Beneficiários APLICAMED 27.11.2024.csv;27/11/2024;13:53:04;10010004000000000002001001021834001;001;1,9500;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000602;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\27.11.2024\PREMED NOVEMBRO 11.11.2024.csv;27/11/2024;16:20:41;10010004000000000002001001023076001;001;2,3500;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000603;C:\Users\naomi.souza\Desktop\DAN INN HOTEL .csv;28/11/2024;09:23:41;10010004000000000002001002328316001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000604;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\28.11.2024\SaudeVida_Base_20241125.csv;28/11/2024;13:56:02;10010004000000000002001001022033001;001;1,7800;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000605;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\28.11.2024\SaudeVida_Base_20241125_ESPECIALIDADES.csv;28/11/2024;14:54:34;10010004000000000002001002326906001;001;4,9000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000606;C:\Users\dayane.bernardes\Downloads\EMPREENDIMENTOS TURÍSTICOS BELLATRIX LTDA;28/11/2024;15:14:42;10010004000000000002001002328310001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000607;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\28.11.2024\Clientes Concard Inclusão de Telemedicina 26n;28/11/2024;15:23:17;10010004000000000002001001024940001;001;3,9000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000608;C:\Users\dayane.bernardes\Downloads\EMPREENDIMENTOS TURISTICOS ORION LTDA 28-11.csv;28/11/2024;15:32:06;10010004000000000002001002328321001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000609;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\28.11.2024\TELECONSULTA_MEDICAR_28112024.csv;28/11/2024;16:06:55;10010005000000000002001001023541001;001;3,9000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000610;C:\Users\dayane.bernardes\Downloads\BDP Bar e Rest.csv;29/11/2024;08:43:01;10010004000000000002001002328334001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000611;C:\Users\dayane.bernardes\Downloads\hotel colinas .csv;29/11/2024;08:47:56;10010004000000000002001002328333001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000612;C:\Users\dayane.bernardes\Downloads\EMPREENDIMENTOS TURÍSTICOS SJC.csv;29/11/2024;08:51:40;10010004000000000002001002328300001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000613;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\11- NOVEMBRO\29.11.2024\TELECONSULTA_MEDICAR_29112024.csv;29/11/2024;11:13:20;10010005000000000002001001023541001;001;3,9000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000614;C:\Users\dayane.bernardes\Downloads\DI PAOLO CAMPOS DO JORDAO LTDA 29-11.csv;29/11/2024;12:48:01;10010004000000000002001002328344001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000615;C:\Users\naomi.souza\Desktop\CARLOS ROBERTO RICCI.csv;29/11/2024;16:00:47;10010004000000000002001002328363001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000616;C:\Users\andrey.campos\Downloads\CLEO ART .csv;29/11/2024;16:35:45;10010004000000000002001002328374001;001;15,0000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000617;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\02.12.2024\LCE_SAUDE_26112024  2.csv;02/12/2024;12:17:09;10010004000000000002001001021426001;001;1,6000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000618;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\02.12.2024\DURGA_27112024_INDIVIDUAL.csv;02/12/2024;13:14:53;10010004000000000002001002326830001;001;0,6000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000619;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\02.12.2024\TELECONSULTA_MEDICAR_02122024.csv;02/12/2024;13:17:57;10010005000000000002001001023541001;001;3,9000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000620;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\02.12.2024\DURGA_27112024.csv;02/12/2024;13:21:52;10010004000000000002001002326470001;001;1,8000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000621;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\02.12.2024\APH CERTO.csv;02/12/2024;15:54:38;10010005000000000010001001002107001;001;0,0100;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000622;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\03.12.2024\TELECONSULTA_MEDICAR_03122024.csv;03/12/2024;08:39:23;10010005000000000002001001023541001;001;3,9000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000624;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\03.12.2024\LAYOUT TELEMEDICINA MEDGOLD 03.12.csv;03/12/2024;16:05:37;10010004000000000002001002326704001;001;1,1000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000625;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\04.12.2024\TELECONSULTA_MEDICAR_04122024.csv;04/12/2024;09:51:05;10010005000000000002001001023541001;001;3,9000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000626;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\03.12.2024\ERRO\LAYOUT TELEMEDICINA MEDGOLD 03.12.csv;04/12/2024;09:56:25;10010004000000000002001002326704001;001;1,1000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000628;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\04.12.2024\SaudeVida_Base_20241202_ESPECIALIDADES  2.csv;04/12/2024;12:44:28;10010004000000000002001002326906001;001;4,9000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000629;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\04.12.2024\SaudeVida_Base_20241202.csv;04/12/2024;12:56:32;10010004000000000002001001022033001;001;1,7800;TODOS OS BENEFICIARIOS
Filial;Status;Codigo;Arquivo;Data;Hora;CONTRAT;Versao;Valor;Tipo Cob
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000630;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\04.12.2024\VSW SAUDE_29112024.csv;04/12/2024;14:02:54;10010004000000000002001002328312001;001;65,6250;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000631;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\04.12.2024\VIVER_SEGURO_03122024.csv;04/12/2024;14:28:43;10010004000000000002001002327702001;001;10,4396;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000632;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\04.12.2024\FEITO\LAYOUT TELEMEDICINA MEDGOLD 03.12.csv;04/12/2024;15:16:38;10010004000000000002001002326704001;001;1,1000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000633;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\04.12.2024\FEITO\LAYOUT TELEMEDICINA MEDGOLD 03.12.csv;04/12/2024;17:25:19;10010004000000000002001002326704001;001;1,1000;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000634;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\05.12.2024\VIVER_SEGURO_03122024.csv;05/12/2024;07:55:29;10010004000000000002001002327702001;001;10,4396;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000635;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\05.12.2024\VSW SAUDE_29112024.csv;05/12/2024;08:04:53;10010004000000000002001002328312001;001;65,6250;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM SUCESSO;00000636;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\05.12.2024\SaudeVida_Base_20241202.csv;05/12/2024;10:53:13;10010004000000000002001001022033001;001;1,7800;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000637;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\05.12.2024\TELEMEDICINA 29 NOV SALUTE.csv;05/12/2024;16:35:03;10010004000000000002001002327841001;001;12,2034;TODOS OS BENEFICIARIOS
006001-MEDICAR TECH LDTA;IMPORTADO COM CRITICA;00000638;X:\CONTRATOS PRIVADOS\IMPORTAÇÃO DE CONTRATOS\2024\12-DEZEMBRO\05.12.2024\Beneficiários SEG-VIDA BRASIL - 02.12.2024.csv;05/12/2024;16:53:07;10010004000000000002001001023141001;001;2,2115;TODOS OS BENEFICIARIOS
